report_date,child_asin,ppc_product,sessions_total_B2C,page_views_total_B2C,unit_session_percentage_B2C,units_ordered_B2C,ordered_product_sales_B2C,featured_offer_buy_box_percentage_B2C,segment,buy_box_group3
2024-01-01,B0P2F1178Q,0,663,908,0.6,4,130.66,69.57,B2C,Low Buy Box
2022-04-01,B0VZBBXYFM,1,66,99,51.52,34,602.61,62.93,B2C,High Buy Box
2022-05-01,B0VZBBXYFM,1,205,235,8.78,18,1035.4,82.89,B2C,Low Buy Box
2022-06-01,B0VZBBXYFM,1,887,1323,1.24,11,157.25,70.01,B2C,Low Buy Box
2022-07-01,B0VZBBXYFM,1,340,409,1.47,5,106.69,56.24,B2C,Low Buy Box
2022-08-01,B0VZBBXYFM,1,6310,8456,0.14,9,384.58,23.68,B2C,Low Buy Box
2022-09-01,B0VZBBXYFM,1,1641,1792,1.28,21,697.75,5.84,B2C,Low Buy Box
2022-10-01,B0VZBBXYFM,1,3798,5375,0.5,19,530.42,2.58,B2C,Low Buy Box
2022-11-01,B0VZBBXYFM,1,435,494,2.07,9,467.33,68.85,B2C,Low Buy Box
2022-12-01,B0VZBBXYFM,1,984,1287,0.81,8,240.41,30.24,B2C,Low Buy Box
2023-01-01,B0VZBBXYFM,1,505,554,0.2,1,56.79,51.38,B2C,High Buy Box
2023-02-01,B0VZBBXYFM,1,1954,2084,0.05,1,15.83,31.87,B2C,Low Buy Box
2023-03-01,B0VZBBXYFM,1,3784,4945,1.32,50,995.35,16.19,B2C,Low Buy Box
2023-04-01,B0VZBBXYFM,1,1186,1614,1.1,13,252.93,64.84,B2C,Low Buy Box
2023-05-01,B0VZBBXYFM,1,2495,3207,0.84,21,555.33,88.31,B2C,High Buy Box
2023-06-01,B0VZBBXYFM,1,191,253,12.57,24,1029.37,79.24,B2C,Low Buy Box
2023-07-01,B0VZBBXYFM,1,2038,2396,0.2,4,243.87,90.88,B2C,Low Buy Box
2023-08-01,B0VZBBXYFM,1,52,77,69.23,36,1778.3,83.09,B2C,Low Buy Box
2023-09-01,B0VZBBXYFM,1,1104,1522,0.18,2,118.45,62.87,B2C,Low Buy Box
2023-10-01,B0VZBBXYFM,1,3041,4629,0.07,2,31.1,30.36,B2C,Low Buy Box
2023-11-01,B0VZBBXYFM,1,3834,5573,0.34,13,609.04,74.28,B2C,Low Buy Box
2023-12-01,B0VZBBXYFM,1,1436,1889,1.95,28,1731.16,64.85,B2C,Low Buy Box
2024-01-01,B0VZBBXYFM,1,9556,13422,0.05,5,147.36,63.01,B2C,Low Buy Box
2022-04-01,B0JVFSCE95,1,1128,1388,2.22,25,798.06,35.89,B2C,Low Buy Box
2022-05-01,B0JVFSCE95,1,2045,2682,1.81,37,2160.52,82.26,B2C,High Buy Box
2022-06-01,B0JVFSCE95,1,4946,5451,0.08,4,166.39,98.96,B2C,Low Buy Box
2022-07-01,B0JVFSCE95,1,668,945,1.05,7,110.75,16.35,B2C,Low Buy Box
2022-08-01,B0JVFSCE95,1,913,1123,5.04,46,2087.05,30.37,B2C,High Buy Box
2022-09-01,B0JVFSCE95,1,1420,1934,0.14,2,119.62,57.29,B2C,Low Buy Box
2022-10-01,B0JVFSCE95,1,1175,1331,0.85,10,488.76,37.13,B2C,Low Buy Box
2022-11-01,B0JVFSCE95,1,1418,2114,1.06,15,253.78,27.34,B2C,High Buy Box
2022-12-01,B0JVFSCE95,1,1444,1848,0.0,0,0.0,75.03,B2C,Low Buy Box
2023-01-01,B0JVFSCE95,1,4576,4835,1.6,73,3203.83,79.92,B2C,High Buy Box
2023-02-01,B0JVFSCE95,1,510,581,2.75,14,779.65,12.0,B2C,Low Buy Box
2023-03-01,B0JVFSCE95,1,5948,8208,0.15,9,337.92,85.61,B2C,Low Buy Box
2023-04-01,B0JVFSCE95,1,39,53,25.64,10,320.77,43.59,B2C,Low Buy Box
2023-05-01,B0JVFSCE95,1,2832,3576,1.66,47,2413.93,17.46,B2C,Low Buy Box
2023-06-01,B0JVFSCE95,1,716,839,0.56,4,107.04,77.41,B2C,Low Buy Box
2023-07-01,B0JVFSCE95,1,120,139,5.0,6,352.26,46.6,B2C,Low Buy Box
2023-08-01,B0JVFSCE95,1,524,577,1.72,9,255.54,-6.7,B2C,Low Buy Box
2023-09-01,B0JVFSCE95,1,1276,1801,3.21,41,2048.29,31.1,B2C,Low Buy Box
2023-10-01,B0JVFSCE95,1,56,70,51.79,29,1549.6,50.58,B2C,Low Buy Box
2023-11-01,B0JVFSCE95,1,3123,4795,1.12,35,553.27,-8.4,B2C,Low Buy Box
2023-12-01,B0JVFSCE95,1,5736,6822,0.49,28,1701.8,85.21,B2C,Low Buy Box
2024-01-01,B0JVFSCE95,1,3352,3651,1.55,52,3119.13,63.77,B2C,Low Buy Box
2022-04-01,B03SFB52DJ,0,5607,8608,0.5,28,896.25,-4.95,B2C,Low Buy Box
2022-05-01,B03SFB52DJ,0,68,92,16.18,11,456.43,22.42,B2C,Low Buy Box
2022-06-01,B03SFB52DJ,0,3240,4814,1.14,37,1873.51,79.77,B2C,Low Buy Box
2022-07-01,B03SFB52DJ,0,367,434,11.99,44,1661.34,8.75,B2C,Low Buy Box
2022-08-01,B03SFB52DJ,0,1610,1961,1.86,30,1780.93,-4.88,B2C,Low Buy Box
2022-09-01,B03SFB52DJ,0,5176,6121,0.46,24,1114.75,61.15,B2C,Low Buy Box
2022-10-01,B03SFB52DJ,0,3610,4069,0.03,1,49.87,8.74,B2C,Low Buy Box
2022-11-01,B03SFB52DJ,0,789,1072,0.0,0,0.0,1.99,B2C,Low Buy Box
2022-12-01,B03SFB52DJ,0,4960,7512,0.48,24,1293.62,41.91,B2C,Low Buy Box
2023-01-01,B03SFB52DJ,0,5354,7593,0.21,11,200.37,34.86,B2C,Low Buy Box
2023-02-01,B03SFB52DJ,0,1290,1856,1.55,20,1141.36,25.88,B2C,Low Buy Box
2023-03-01,B03SFB52DJ,0,2032,2148,0.54,11,666.72,60.54,B2C,Low Buy Box
2023-04-01,B03SFB52DJ,0,527,761,0.0,0,0.0,27.48,B2C,Low Buy Box
2023-05-01,B03SFB52DJ,0,1397,2070,1.22,17,920.72,59.1,B2C,Low Buy Box
2023-06-01,B03SFB52DJ,0,3539,4937,0.42,15,223.06,41.33,B2C,High Buy Box
2023-07-01,B03SFB52DJ,0,1034,1127,2.61,27,1307.92,92.46,B2C,Low Buy Box
2023-08-01,B03SFB52DJ,0,1646,2370,0.18,3,147.96,-9.86,B2C,Low Buy Box
2023-09-01,B03SFB52DJ,0,2106,2496,0.33,7,220.48,53.69,B2C,Low Buy Box
2023-10-01,B03SFB52DJ,0,2347,2847,1.02,24,688.46,85.57,B2C,Low Buy Box
2023-11-01,B03SFB52DJ,0,941,1360,0.32,3,81.06,85.98,B2C,Low Buy Box
2023-12-01,B03SFB52DJ,0,2912,4162,0.86,25,787.47,18.86,B2C,Low Buy Box
2024-01-01,B03SFB52DJ,0,739,1005,2.17,16,962.39,72.17,B2C,High Buy Box
2022-04-01,B0FLHJ96C3,0,1390,1795,0.79,11,542.08,0.21,B2C,Low Buy Box
2022-05-01,B0FLHJ96C3,0,6154,9271,0.06,4,140.49,90.79,B2C,Low Buy Box
2022-06-01,B0FLHJ96C3,0,3584,4710,0.17,6,113.94,67.76,B2C,High Buy Box
2022-07-01,B0FLHJ96C3,0,1094,1416,0.46,5,131.68,15.9,B2C,High Buy Box
2022-08-01,B0FLHJ96C3,0,436,651,1.83,8,201.89,27.71,B2C,High Buy Box
2022-09-01,B0FLHJ96C3,0,1135,1614,0.44,5,300.63,20.18,B2C,Low Buy Box
2022-10-01,B0FLHJ96C3,0,7654,10796,0.31,24,831.52,92.51,B2C,High Buy Box
2022-11-01,B0FLHJ96C3,0,139,201,9.35,13,435.88,32.23,B2C,High Buy Box
2022-12-01,B0FLHJ96C3,0,1927,2817,1.25,24,900.14,33.67,B2C,High Buy Box
2023-01-01,B0FLHJ96C3,0,1103,1447,0.73,8,192.64,81.19,B2C,Low Buy Box
2023-02-01,B0FLHJ96C3,0,3246,3459,0.03,1,45.15,2.77,B2C,Low Buy Box
2023-03-01,B0FLHJ96C3,0,4705,6263,0.74,35,1641.26,67.59,B2C,Low Buy Box
2023-04-01,B0FLHJ96C3,0,6610,8009,0.09,6,104.02,8.22,B2C,Low Buy Box
2023-05-01,B0FLHJ96C3,0,4351,4822,0.11,5,252.24,-3.68,B2C,Low Buy Box
2023-06-01,B0FLHJ96C3,0,735,894,2.99,22,436.02,36.35,B2C,Low Buy Box
2023-07-01,B0FLHJ96C3,0,431,573,2.09,9,186.62,23.04,B2C,Low Buy Box
2023-08-01,B0FLHJ96C3,0,147,176,14.29,21,315.77,57.8,B2C,Low Buy Box
2023-09-01,B0FLHJ96C3,0,2229,3022,1.12,25,1068.62,28.49,B2C,Low Buy Box
2023-10-01,B0FLHJ96C3,0,318,465,6.92,22,1123.03,90.13,B2C,Low Buy Box
2023-11-01,B0FLHJ96C3,0,2045,2712,3.08,63,3367.96,71.47,B2C,Low Buy Box
2023-12-01,B0FLHJ96C3,0,967,1175,3.1,30,652.65,-8.47,B2C,Low Buy Box
2024-01-01,B0FLHJ96C3,0,2294,3007,0.17,4,160.97,87.57,B2C,High Buy Box
2022-04-01,B0P238XVGH,0,4189,5267,0.91,38,1316.05,78.35,B2C,Low Buy Box
2022-05-01,B0P238XVGH,0,3874,5415,0.1,4,195.07,78.58,B2C,Low Buy Box
2022-06-01,B0P238XVGH,0,1921,2242,1.82,35,957.75,79.65,B2C,Low Buy Box
2022-07-01,B0P238XVGH,0,3327,4700,0.12,4,95.81,92.68,B2C,Low Buy Box
2022-08-01,B0P238XVGH,0,4795,6566,0.44,21,947.71,54.7,B2C,Low Buy Box
2022-09-01,B0P238XVGH,0,1135,1269,0.18,2,56.89,3.57,B2C,Low Buy Box
2022-10-01,B0P238XVGH,0,389,497,3.34,13,611.44,3.64,B2C,Low Buy Box
2022-11-01,B0P238XVGH,0,1435,2210,1.05,15,730.73,39.77,B2C,Low Buy Box
2022-12-01,B0P238XVGH,0,2535,2826,0.12,3,48.84,32.45,B2C,Low Buy Box
2023-01-01,B0P238XVGH,0,591,624,4.23,25,932.34,45.1,B2C,Low Buy Box
2023-02-01,B0P238XVGH,0,7759,10267,0.06,5,132.42,57.36,B2C,High Buy Box
2023-03-01,B0P238XVGH,0,3433,4913,2.18,75,2872.41,17.25,B2C,Low Buy Box
2023-04-01,B0P238XVGH,0,2729,3017,0.15,4,142.37,34.08,B2C,Low Buy Box
2023-05-01,B0P238XVGH,0,355,438,1.41,5,273.94,53.63,B2C,Low Buy Box
2023-06-01,B0P238XVGH,0,454,610,0.88,4,83.34,-5.21,B2C,Low Buy Box
2023-07-01,B0P238XVGH,0,144,196,6.94,10,372.58,24.66,B2C,Low Buy Box
2023-08-01,B0P238XVGH,0,941,1173,10.31,97,5706.12,32.1,B2C,Low Buy Box
2023-09-01,B0P238XVGH,0,5477,7993,0.09,5,116.48,13.93,B2C,Low Buy Box
2023-10-01,B0P238XVGH,0,3246,4365,0.03,1,57.63,26.03,B2C,Low Buy Box
2023-11-01,B0P238XVGH,0,969,1497,0.52,5,268.61,7.01,B2C,Low Buy Box
2023-12-01,B0P238XVGH,0,2652,3644,0.87,23,425.93,57.62,B2C,Low Buy Box
2024-01-01,B0P238XVGH,0,107,113,0.0,0,0.0,-9.75,B2C,Low Buy Box
2022-04-01,B0L6HJKCHK,0,2279,2826,0.26,6,299.18,86.09,B2C,Low Buy Box
2022-05-01,B0L6HJKCHK,0,2999,3303,0.67,20,667.03,75.36,B2C,Low Buy Box
2022-06-01,B0L6HJKCHK,0,1031,1520,1.94,20,575.31,56.56,B2C,Low Buy Box
2022-07-01,B0L6HJKCHK,0,1466,1573,0.55,8,338.02,91.26,B2C,Low Buy Box
2022-08-01,B0L6HJKCHK,0,316,340,4.11,13,260.28,99.27,B2C,Low Buy Box
2022-09-01,B0L6HJKCHK,0,1094,1548,0.0,0,0.0,92.84,B2C,Low Buy Box
2022-10-01,B0L6HJKCHK,0,3742,5257,0.19,7,174.24,76.61,B2C,High Buy Box
2022-11-01,B0L6HJKCHK,0,993,1390,1.81,18,737.68,88.14,B2C,Low Buy Box
2022-12-01,B0L6HJKCHK,0,816,946,1.96,16,408.48,8.31,B2C,Low Buy Box
2023-01-01,B0L6HJKCHK,0,2234,3300,0.13,3,136.02,55.5,B2C,Low Buy Box
2023-02-01,B0L6HJKCHK,0,44,64,68.18,30,1535.81,31.27,B2C,High Buy Box
2023-03-01,B0L6HJKCHK,0,634,694,3.94,25,1389.56,32.4,B2C,High Buy Box
2023-04-01,B0L6HJKCHK,0,2716,4168,0.37,10,392.95,59.97,B2C,Low Buy Box
2023-05-01,B0L6HJKCHK,0,1869,2024,0.05,1,45.9,97.7,B2C,Low Buy Box
2023-06-01,B0L6HJKCHK,0,1998,3085,0.4,8,204.42,89.99,B2C,Low Buy Box
2023-07-01,B0L6HJKCHK,0,1956,2147,0.97,19,1090.33,45.64,B2C,Low Buy Box
2023-08-01,B0L6HJKCHK,0,627,749,0.16,1,38.47,61.47,B2C,Low Buy Box
2023-09-01,B0L6HJKCHK,0,2986,3172,0.27,8,139.96,45.26,B2C,Low Buy Box
2023-10-01,B0L6HJKCHK,0,1195,1316,0.17,2,72.89,64.54,B2C,Low Buy Box
2023-11-01,B0L6HJKCHK,0,546,655,1.1,6,183.58,88.54,B2C,Low Buy Box
2023-12-01,B0L6HJKCHK,0,217,253,5.53,12,319.25,5.06,B2C,Low Buy Box
2024-01-01,B0L6HJKCHK,0,9134,13536,0.45,41,2377.08,49.4,B2C,Low Buy Box
2022-04-01,B0A0B4XGZ0,1,608,737,1.15,7,189.63,87.18,B2C,High Buy Box
2022-05-01,B0A0B4XGZ0,1,2500,3674,0.2,5,130.03,25.4,B2C,Low Buy Box
2022-06-01,B0A0B4XGZ0,1,5066,6970,0.1,5,257.52,41.96,B2C,High Buy Box
2022-07-01,B0A0B4XGZ0,1,5621,7031,0.0,0,0.0,11.8,B2C,High Buy Box
2022-08-01,B0A0B4XGZ0,1,692,835,0.43,3,136.43,81.5,B2C,High Buy Box
2022-09-01,B0A0B4XGZ0,1,4155,4541,0.58,24,1332.63,78.22,B2C,Low Buy Box
2022-10-01,B0A0B4XGZ0,1,8351,12217,0.23,19,1058.7,1.87,B2C,High Buy Box
2022-11-01,B0A0B4XGZ0,1,1275,1370,3.53,45,2345.43,75.58,B2C,Low Buy Box
2022-12-01,B0A0B4XGZ0,1,2377,3627,2.02,48,1035.82,14.56,B2C,Low Buy Box
2023-01-01,B0A0B4XGZ0,1,573,772,5.24,30,1230.27,41.65,B2C,Low Buy Box
2023-02-01,B0A0B4XGZ0,1,2915,3718,0.62,18,1044.11,-7.99,B2C,Low Buy Box
2023-03-01,B0A0B4XGZ0,1,252,278,1.98,5,124.6,85.92,B2C,Low Buy Box
2023-04-01,B0A0B4XGZ0,1,91,127,0.0,0,0.0,75.62,B2C,Low Buy Box
2023-05-01,B0A0B4XGZ0,1,995,1105,1.31,13,409.01,71.58,B2C,Low Buy Box
2023-06-01,B0A0B4XGZ0,1,166,218,0.6,1,25.99,17.08,B2C,High Buy Box
2023-07-01,B0A0B4XGZ0,1,2124,2364,1.65,35,2116.14,93.27,B2C,Low Buy Box
2023-08-01,B0A0B4XGZ0,1,2168,2963,2.31,50,2461.18,93.41,B2C,Low Buy Box
2023-09-01,B0A0B4XGZ0,1,590,811,6.78,40,941.45,68.82,B2C,High Buy Box
2023-10-01,B0A0B4XGZ0,1,979,1145,0.92,9,409.63,54.42,B2C,Low Buy Box
2023-11-01,B0A0B4XGZ0,1,1821,2207,0.77,14,526.06,8.9,B2C,Low Buy Box
2023-12-01,B0A0B4XGZ0,1,8661,12115,0.3,26,384.16,43.77,B2C,Low Buy Box
2024-01-01,B0A0B4XGZ0,1,230,344,12.17,28,461.17,66.22,B2C,Low Buy Box
2022-04-01,B04AAF9JQL,0,4659,5469,0.02,1,44.86,44.41,B2C,Low Buy Box
2022-05-01,B04AAF9JQL,0,2226,2989,1.48,33,1704.01,63.5,B2C,Low Buy Box
2022-06-01,B04AAF9JQL,0,6026,9335,0.07,4,126.58,12.65,B2C,Low Buy Box
2022-07-01,B04AAF9JQL,0,3737,3924,0.13,5,243.4,59.25,B2C,Low Buy Box
2022-08-01,B04AAF9JQL,0,8820,11340,0.7,62,3676.9,91.54,B2C,High Buy Box
2022-09-01,B04AAF9JQL,0,3265,3747,0.06,2,101.16,5.55,B2C,Low Buy Box
2022-10-01,B04AAF9JQL,0,2158,2700,0.51,11,200.22,1.27,B2C,Low Buy Box
2022-11-01,B04AAF9JQL,0,781,881,1.15,9,234.33,41.0,B2C,High Buy Box
2022-12-01,B04AAF9JQL,0,574,634,3.83,22,1194.56,68.72,B2C,Low Buy Box
2023-01-01,B04AAF9JQL,0,1838,2265,0.54,10,187.99,-7.9,B2C,Low Buy Box
2023-02-01,B04AAF9JQL,0,1023,1350,3.91,40,2070.17,72.39,B2C,Low Buy Box
2023-03-01,B04AAF9JQL,0,3691,4939,0.49,18,737.42,41.35,B2C,Low Buy Box
2023-04-01,B04AAF9JQL,0,2321,2967,0.43,10,572.43,51.49,B2C,Low Buy Box
2023-05-01,B04AAF9JQL,0,4578,5265,0.09,4,183.4,76.04,B2C,Low Buy Box
2023-06-01,B04AAF9JQL,0,16,24,425.0,68,1164.05,31.31,B2C,Low Buy Box
2023-07-01,B04AAF9JQL,0,792,840,4.42,35,1305.82,5.66,B2C,High Buy Box
2023-08-01,B04AAF9JQL,0,685,969,1.61,11,680.52,9.02,B2C,Low Buy Box
2023-09-01,B04AAF9JQL,0,662,887,0.91,6,296.62,60.37,B2C,High Buy Box
2023-10-01,B04AAF9JQL,0,3361,5163,0.68,23,917.53,15.39,B2C,Low Buy Box
2023-11-01,B04AAF9JQL,0,1035,1363,1.45,15,265.62,18.44,B2C,Low Buy Box
2023-12-01,B04AAF9JQL,0,700,1014,5.43,38,1840.09,79.68,B2C,Low Buy Box
2024-01-01,B04AAF9JQL,0,88,134,1.14,1,52.08,59.11,B2C,High Buy Box
2022-04-01,B08ZKV2W5A,0,500,572,2.4,12,254.58,39.92,B2C,Low Buy Box
2022-05-01,B08ZKV2W5A,0,1945,2830,2.16,42,856.48,56.44,B2C,Low Buy Box
2022-06-01,B08ZKV2W5A,0,793,1080,0.13,1,21.23,47.52,B2C,Low Buy Box
2022-07-01,B08ZKV2W5A,0,1744,2541,0.86,15,453.76,52.88,B2C,Low Buy Box
2022-08-01,B08ZKV2W5A,0,1114,1197,1.08,12,710.33,35.89,B2C,Low Buy Box
2022-09-01,B08ZKV2W5A,0,1979,2588,1.67,33,656.45,95.12,B2C,Low Buy Box
2022-10-01,B08ZKV2W5A,0,1600,1861,1.81,29,943.07,-2.89,B2C,Low Buy Box
2022-11-01,B08ZKV2W5A,0,1756,1921,2.51,44,1904.64,38.66,B2C,Low Buy Box
2022-12-01,B08ZKV2W5A,0,447,671,3.8,17,986.05,83.41,B2C,Low Buy Box
2023-01-01,B08ZKV2W5A,0,4427,4894,1.63,72,2769.88,23.03,B2C,Low Buy Box
2023-02-01,B08ZKV2W5A,0,1792,2022,0.39,7,263.91,61.47,B2C,Low Buy Box
2023-03-01,B08ZKV2W5A,0,2573,3099,0.12,3,126.58,48.28,B2C,Low Buy Box
2023-04-01,B08ZKV2W5A,0,4058,5461,0.12,5,76.1,64.55,B2C,Low Buy Box
2023-05-01,B08ZKV2W5A,0,4677,5804,0.41,19,988.96,99.4,B2C,Low Buy Box
2023-06-01,B08ZKV2W5A,0,2758,4230,0.0,0,0.0,40.87,B2C,Low Buy Box
2023-07-01,B08ZKV2W5A,0,2509,3047,0.8,20,1084.84,6.79,B2C,Low Buy Box
2023-08-01,B08ZKV2W5A,0,873,1218,2.75,24,1011.12,82.78,B2C,Low Buy Box
2023-09-01,B08ZKV2W5A,0,262,293,17.18,45,1285.37,1.71,B2C,High Buy Box
2023-10-01,B08ZKV2W5A,0,1913,2359,0.42,8,234.26,45.84,B2C,High Buy Box
2023-11-01,B08ZKV2W5A,0,1978,2348,0.05,1,30.9,-0.28,B2C,Low Buy Box
2023-12-01,B08ZKV2W5A,0,891,1325,0.56,5,114.22,0.53,B2C,Low Buy Box
2024-01-01,B08ZKV2W5A,0,790,1148,1.77,14,825.49,91.02,B2C,Low Buy Box
2022-04-01,B0CHM9ER5B,0,1402,1559,5.06,71,3784.81,-6.95,B2C,Low Buy Box
2022-05-01,B0CHM9ER5B,0,1366,1941,3.22,44,2150.75,56.31,B2C,Low Buy Box
2022-06-01,B0CHM9ER5B,0,2697,3451,0.04,1,26.75,92.32,B2C,Low Buy Box
2022-07-01,B0CHM9ER5B,0,61,89,37.7,23,1087.26,44.2,B2C,Low Buy Box
2022-08-01,B0CHM9ER5B,0,753,929,1.86,14,590.24,35.67,B2C,Low Buy Box
2022-09-01,B0CHM9ER5B,0,505,562,0.99,5,83.43,49.88,B2C,Low Buy Box
2022-10-01,B0CHM9ER5B,0,2855,4162,0.0,0,0.0,84.36,B2C,High Buy Box
2022-11-01,B0CHM9ER5B,0,2162,3151,0.0,0,0.0,5.93,B2C,Low Buy Box
2022-12-01,B0CHM9ER5B,0,47,68,72.34,34,1898.15,56.14,B2C,Low Buy Box
2023-01-01,B0CHM9ER5B,0,2732,3526,0.15,4,195.93,88.39,B2C,Low Buy Box
2023-02-01,B0CHM9ER5B,0,68,82,2.94,2,89.23,0.04,B2C,Low Buy Box
2023-03-01,B0CHM9ER5B,0,5766,7093,0.02,1,18.64,11.25,B2C,Low Buy Box
2023-04-01,B0CHM9ER5B,0,4368,4977,0.39,17,896.69,48.27,B2C,Low Buy Box
2023-05-01,B0CHM9ER5B,0,2147,2789,0.65,14,594.15,93.66,B2C,Low Buy Box
2023-06-01,B0CHM9ER5B,0,3977,6111,0.0,0,0.0,53.17,B2C,Low Buy Box
2023-07-01,B0CHM9ER5B,0,1136,1585,3.17,36,1915.73,14.13,B2C,Low Buy Box
2023-08-01,B0CHM9ER5B,0,1336,1408,0.07,1,58.14,9.79,B2C,Low Buy Box
2023-09-01,B0CHM9ER5B,0,3553,4643,1.15,41,1714.53,-2.22,B2C,Low Buy Box
2023-10-01,B0CHM9ER5B,0,3883,4978,0.1,4,60.4,23.56,B2C,Low Buy Box
2023-11-01,B0CHM9ER5B,0,2438,2614,4.59,112,4665.81,81.4,B2C,Low Buy Box
2023-12-01,B0CHM9ER5B,0,4985,6877,2.07,103,5389.37,31.12,B2C,Low Buy Box
2024-01-01,B0CHM9ER5B,0,1277,1663,1.88,24,429.26,26.17,B2C,Low Buy Box
2022-04-01,B0XCDX18MR,0,1749,2614,1.49,26,739.15,45.72,B2C,Low Buy Box
2022-05-01,B0XCDX18MR,0,7287,7937,0.05,4,203.69,61.85,B2C,Low Buy Box
2022-06-01,B0XCDX18MR,0,6425,8570,0.25,16,228.64,49.71,B2C,Low Buy Box
2022-07-01,B0XCDX18MR,0,2407,2559,0.17,4,156.79,61.35,B2C,Low Buy Box
2022-08-01,B0XCDX18MR,0,1764,2227,1.93,34,1967.07,17.07,B2C,Low Buy Box
2022-09-01,B0XCDX18MR,0,1375,1566,2.25,31,1912.67,53.55,B2C,Low Buy Box
2022-10-01,B0XCDX18MR,0,45,60,60.0,27,922.84,93.28,B2C,High Buy Box
2022-11-01,B0XCDX18MR,0,4044,4835,0.25,10,584.07,94.49,B2C,Low Buy Box
2022-12-01,B0XCDX18MR,0,480,563,0.62,3,172.48,46.95,B2C,Low Buy Box
2023-01-01,B0XCDX18MR,0,61,77,34.43,21,1035.04,49.86,B2C,Low Buy Box
2023-02-01,B0XCDX18MR,0,767,1144,0.52,4,85.55,3.22,B2C,High Buy Box
2023-03-01,B0XCDX18MR,0,1166,1602,0.77,9,410.85,47.82,B2C,Low Buy Box
2023-04-01,B0XCDX18MR,0,1064,1298,0.66,7,391.83,8.64,B2C,Low Buy Box
2023-05-01,B0XCDX18MR,0,50,57,124.0,62,1326.2,22.06,B2C,Low Buy Box
2023-06-01,B0XCDX18MR,0,5043,7562,0.0,0,0.0,94.29,B2C,Low Buy Box
2023-07-01,B0XCDX18MR,0,659,982,3.03,20,634.48,30.22,B2C,High Buy Box
2023-08-01,B0XCDX18MR,0,3533,3783,0.76,27,765.35,13.46,B2C,Low Buy Box
2023-09-01,B0XCDX18MR,0,2078,2996,1.01,21,1276.59,90.76,B2C,Low Buy Box
2023-10-01,B0XCDX18MR,0,2804,3344,0.86,24,375.81,-7.0,B2C,Low Buy Box
2023-11-01,B0XCDX18MR,0,126,145,0.79,1,47.7,97.79,B2C,Low Buy Box
2023-12-01,B0XCDX18MR,0,942,1268,4.56,43,824.65,56.68,B2C,Low Buy Box
2024-01-01,B0XCDX18MR,0,968,1419,2.07,20,414.19,17.06,B2C,Low Buy Box
2022-04-01,B046EFN99K,1,5926,8502,0.74,44,1386.51,12.9,B2C,Low Buy Box
2022-05-01,B046EFN99K,1,4213,5171,0.45,19,928.69,-4.36,B2C,Low Buy Box
2022-06-01,B046EFN99K,1,5082,6967,1.24,63,3234.51,10.58,B2C,Low Buy Box
2022-07-01,B046EFN99K,1,196,262,5.1,10,489.85,18.9,B2C,Low Buy Box
2022-08-01,B046EFN99K,1,668,956,2.25,15,865.5,58.31,B2C,High Buy Box
2022-09-01,B046EFN99K,1,2709,3197,0.63,17,998.79,9.72,B2C,Low Buy Box
2022-10-01,B046EFN99K,1,2648,3525,0.45,12,386.93,57.12,B2C,High Buy Box
2022-11-01,B046EFN99K,1,153,206,6.54,10,497.19,82.81,B2C,Low Buy Box
2022-12-01,B046EFN99K,1,318,454,3.46,11,663.43,81.87,B2C,Low Buy Box
2023-01-01,B046EFN99K,1,1356,1658,0.07,1,52.22,2.59,B2C,Low Buy Box
2023-02-01,B046EFN99K,1,2245,3261,0.94,21,417.14,5.59,B2C,Low Buy Box
2023-03-01,B046EFN99K,1,153,180,7.19,11,508.84,3.88,B2C,Low Buy Box
2023-04-01,B046EFN99K,1,2803,3638,0.36,10,423.98,12.39,B2C,Low Buy Box
2023-05-01,B046EFN99K,1,4537,5068,0.26,12,344.42,58.21,B2C,Low Buy Box
2023-06-01,B046EFN99K,1,2450,3629,0.94,23,784.72,54.52,B2C,Low Buy Box
2023-07-01,B046EFN99K,1,2805,3855,0.14,4,240.9,1.52,B2C,Low Buy Box
2023-08-01,B046EFN99K,1,588,867,1.19,7,328.85,25.54,B2C,Low Buy Box
2023-09-01,B046EFN99K,1,587,757,0.85,5,228.51,-1.41,B2C,Low Buy Box
2023-10-01,B046EFN99K,1,858,1231,7.46,64,3597.21,58.45,B2C,Low Buy Box
2023-11-01,B046EFN99K,1,788,1000,3.3,26,1547.2,95.94,B2C,Low Buy Box
2023-12-01,B046EFN99K,1,1986,2710,0.15,3,151.09,25.59,B2C,Low Buy Box
2024-01-01,B046EFN99K,1,916,1254,0.55,5,215.77,-6.29,B2C,Low Buy Box
2022-04-01,B08LWW4W8H,0,4340,6720,0.0,0,0.0,62.9,B2C,Low Buy Box
2022-05-01,B08LWW4W8H,0,943,1172,1.38,13,676.23,72.65,B2C,Low Buy Box
2022-06-01,B08LWW4W8H,0,73,88,100.0,73,2423.58,45.41,B2C,Low Buy Box
2022-07-01,B08LWW4W8H,0,550,818,0.18,1,21.13,83.36,B2C,Low Buy Box
2022-08-01,B08LWW4W8H,0,1048,1104,2.58,27,946.55,75.61,B2C,Low Buy Box
2022-09-01,B08LWW4W8H,0,1073,1184,2.14,23,515.29,81.86,B2C,Low Buy Box
2022-10-01,B08LWW4W8H,0,1344,1705,1.93,26,416.09,88.1,B2C,Low Buy Box
2022-11-01,B08LWW4W8H,0,1105,1650,0.18,2,97.02,81.67,B2C,Low Buy Box
